Company name;Avatar;Founded;Headquaters;Ownership;Employees;Company URL;Type;Describtion
Steam;http://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Steam_logo.svg/200px-Steam_logo.svg.png;09/12/2009;;;;http://store.steampowered.com/;Publisher;"Steam is a digital distribution, digital rights management, multiplayer and communications platform developed by Valve Corporation. It is used to distribute games and related media online, from small independent developers to larger software houses. Steam also has community features, automated game updates, in-game voice and chat functionality.

As of January 2012, there are 1504 games available through Steam, and 40 million active user accounts. The concurrent users peak was 5 million on January 2, 2012. Although Valve never releases sales figures, Stardock, former owner of competing platform Impulse, estimated in 2009 that Steam had a 70% share of the digital distribution market for video games.

Many major publishers have large catalogs available on Steam, including Bethesda Softworks, Activision, Rockstar Games, Electronic Arts, Square Enix, 2K Games, and Sega."
Stormfront Studios ;http://media.giantbomb.com/uploads/0/3787/182536-sfs_large.jpeg;01/01/1988;San Rafael, California;Private company;33;http://www.stormfront.com/;Developer;"Stormfront Studios was a video game developer based in San Rafael, California which had one of the longest creative histories in the industry. In 2007, the company had over 50 developers working on two teams, and owned all its proprietary engines, tools and technology. As of the end of 2007 over fourteen million copies of Stormfront-developed games had been sold. Stormfront closed on March 31, 2008. 

The company received major awards and award nominations from The Academy of Interactive Arts & Sciences, G4 Television, BAFTA, The IGDA Game Developers Choice Awards, The EMMA Awards, SCEA, the Software Publishers Association and many magazines and websites.

In 2008 Neverwinter Nights was honored (along with Everquest and World of Warcraft) at the 59th Annual Technology & Engineering Emmy Awards for advancing the art form of MMORPG games. Don Daglow accepted the award for project partners Stormfront Studios, AOL and Wizards of the Coast."
StormRegion;http://www.mobygames.com/images/i/28/38/450338.png;01/01/2001;Budapest, Hungary ;Defunct 2008;;http://www.stormregion.com/;Developer;"StormRegion was a Hungarian computer game developer, best known for the games Rush for Berlin, and Codename: Panzers. In 2007 it was acquired by the German company 10tacle Studios AG. After a financially unstable 10tacle Studios AG. ceased to pay salaries in April 2008, StormRegion lost its employees and was forced to close its Budapest office.

In 2006, StormRegion initiated a lawsuit against Mithis Entertainment, claiming that former StormRegion developers who quit the company and joined Mithis have stolen sourcecode from the StormRegion engine. Considering that one of them was never connected with Mithis, in any way, the lawsuit seems to be unfounded.

The name ""Stormregion"" is an approximate translation of the Hungarian term ""viharsarok"" (""storm corner""), a historical name for south-east (e.g. Békés county) of Hungary."
Strangelite ;http://www.mobygames.com/images/shots/s/158897-starship-troopers-windows-screenshot-strangelite-logos.jpg;;UK;Independent;;http://www.strangelite.co.uk/;Developer;Strangelite is a video game development company in the northwest of England. They were formerly owned by UK publishing house Empire Interactive, but in Mid-2006 they were bought by Indie Developers Rebellion Developments
Strategy First;http://upload.wikimedia.org/wikipedia/en/thumb/a/a3/StrategyFirst_logo.png/150px-StrategyFirst_logo.png;01/01/1988;Montreal, Quebec, Canada;Private company;;http://www.strategyfirst.com/;Developer;Strategy First is a software company based in Montreal, Canada. Founded in 1988, the company has published numerous well-known games, such as the Disciples series, Jagged Alliance series, Space Empires series, and Galactic Civilizations.
Streum On Studio ;http://media.giantbomb.com/uploads/3/37737/1852582-streum_on_studio_logoboxart_160w_large.jpg;7/16/2007;France, Paris ;Independent;;http://www.streumon-studio.com/;Developer;Indie developer founded by the creators of the board game A.V.A., upon which their most recent game, E.Y.E: Divine Cybermancy, is based.
Sumo Digital ;http://upload.wikimedia.org/wikipedia/en/thumb/6/66/Sumo.jpeg/230px-Sumo.jpeg;01/01/2003;Sheffield, United Kingdom;Independent;130;http://www.sumo-digital.com/;Developer;Sumo Digital Ltd. is an independent game development studio based in Sheffield, United Kingdom. Set up in 2003 following the closure of Infogrames Studios Sheffield/Gremlin Interactive. Sumo currently employs more than 130 development staff, many of whom had previously worked together at Infogrames and Gremlin
Sunflowers;http://media.giantbomb.com/uploads/5/58689/1121377-450390_large.jpg;01/01/1993;Heusenstamm, Germany;Closed;;http://www.sunflowers.de/;Publisher & Developer;"Sunflowers Interactive Entertainment Software GmbH was a German company that developed and published computer games. Sunflowers was based in Heusenstamm and was founded in 1993 by Adi Boiko, president of the company, and Wilhelm Hamrozi, CEO of the company. Games released by Sunflowers include the Anno series (Anno 1602, Anno 1503, and Anno 1701), Black Sea Studios' Knights of Honor, Holiday Island (1996) and SEK's ParaWorld.

On April 11, 2007, Ubisoft announced that it had acquired Sunflowers, with the deal to be closed in Ubisoft's first quarter fiscal year 2007"
Supergiant Games;http://media.giantbomb.com/uploads/0/26/1771009-sglogo_large.jpg;09/01/2009;San Jose, California, U.S.;Private company;;http://www.supergiantgames.com/;;"Supergiant Games is an American video game development company based in San Jose, California. It was founded in 2009 by Amir Rao and Gavin Simon, and currently consists of seven employees in San Jose and other locations.  Several of its team were former developers from Electronic Arts Los Angeles studio which developed the Command & Conquer series of video games.  

Their first game, Bastion, received high critical praise, including being listed among several ""Game of the Year"" lists from game journalists. It was first shown in mid-development at the 2010 Penny Arcade Expo as part of its ""PAX 10"" highlight ten upcoming independently-developed games.  This attracted several publishers who wanted to help distribute the game, but Supergiant Games found that Warner Bros. Interactive Entertainment shared the same vision they had for the game. Supergiant selected them as their publishing partner, enabling them not only to distribute the game to Xbox Live Arcade but as a premiere title during the 2011 ""Summer of Arcade"" promotion."
Surreal Software ;http://upload.wikimedia.org/wikipedia/en/4/46/Surreal_Logo2.jpg;01/01/1995;Seattle, USA;Defunct;;;Developer;"Surreal Software was a video game developer based in Kirkland, Washington, USA, and a subsidiary of Warner Bros. Interactive Entertainment. Surreal Software is best known for The Suffering and Drakan series. Surreal Software employed over 130 designers, artists, and programmers. Surreal was acquired by Warner Bros. Games during the bankruptcy of Midway Games in July 2009. After a significant layoff in January 2011, the remaining employees were integrated into WBG's Kirkland offices, along with developers Monolith and Snowblind.

Surreal Software's technical capabilities increased, with the advancement of multi-platform offerings, and a proprietary real-time game development engine. The studio last worked on This is Vegas, a title which was scheduled to be released on Xbox 360, PlayStation 3 and PC.  The first screenshots, video and game information for This is Vegas were unveiled the week of February 4, 2008 at IGN"
T&E Soft;;01/01/1982;Japan;Public;;http://www.tandesoft.co.jp/;Developer;T&E Soft Corporation, fully titled as Technology and Entertainment Software, is a Japanese based video game developer founded in 1982. Although they have made games with a wide variety of genres, they are primarily known in the U.S. for their video golf games
Take-Two Interactive ;http://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Taketwo_logo.svg/160px-Taketwo_logo.svg.png;01/01/1993;New York City, United States;Public;2118;http://www.take2games.com/;Publisher;Take-Two Interactive Software, Inc.  Is a major American publisher, developer, and distributor of video games and video game peripherals. Take-Two wholly owns 2K Games and Rockstar Games. The company's headquarters are in New York City, with international headquarters in Windsor, United Kingdom. Development studio locations include San Diego, Vancouver, Toronto and Novato, California. Take-Two has developed and published many notable games, including its most famous series Grand Theft Auto series, the Midnight Club racing series, the Manhunt series and more recently BioShock. As owner of 2K Games, Take-Two publishes its popular 2K Sports titles. It also acted as the publisher of Bethesda Softworks's 2006 game, The Elder Scrolls IV: Oblivion.
Taldren ;http://www.mobygames.com/images/i/22/46/572146.jpeg;01/01/1993;Costa Mesa, California;Defunct;;;Developer;"Taldren, Inc. in Costa Mesa, California, was the developer behind the Star Trek: Starfleet Command series published by Activision and Interplay.

The company was founded by Erik Bethke, Sean Dumas, and Zachary Drummond as well as 6 other members of the original Starfleet Command development team at Interplay.

The company conducted business from 1999 to 2003; at the conclusion of the Starfleet Command series, the company was dissolved. Sean Dumas would go to Seven Studios in Santa Monica, Zachary Drummond to Seattle, and Erik Bethke left to Seoul, Korea to form GoPets, an online 3D pets game.

Taldren was working on an original IP named ""Black 9"" when it folded. ""Black 9"" was to be a multiplatform game for PC, Xbox and PS2 and was to be the break away title for Taldren."
